PLAYER,POS,TEAM,AGE,AVERAGE SALARY,TEAM AAV %,CASH EARNINGS,% OF TEAM PAYROLL,GTD EARNINGS,TEAM GTD %,CAP FIGURE,% OF TEAM CAP,Year
Barrett Jones,G,STL,23,651300,0.01,435000,0,-,-,516300,0,2013
B.W. Webb,CB,DAL,23,650845,0,848380,0.01,-,-,515845,0,2013
Landry Jones,QB,PIT,24,649805,0,844220,0.01,-,-,514805,0,2013
Earl Watford,RT,ARI,23,648716,0.01,839864,0.01,-,-,513716,0,2013
Khaseem Greene,OLB,CHI,24,648023,0,837092,0.01,-,-,513023,0,2013
Greg Zuerlein,K,STL,25,568868,0,480000,0,-,-,512205,0,2013
Jeremy Lane,CB,SEA,23,556279,0,480000,0,-,-,511279,0,2013
Gerald Hodges,OLB,MIN,22,645027,0,825108,0.01,-,-,510027,0,2013
J.C. Tretter,C,GB,22,643977,0,820908,0,-,-,508977,0,2013
Mike Harris,CB,JAC,24,553947,0.01,480000,0.01,-,-,508947,0,2013
Justin Bethel,CB,ARI,23,553556,0,480000,0,-,-,508556,0,2013
Shaun Rogers,DT,NYG,34,1055000,0.01,508471,0,-,-,508471,0,2013
Johnathan Franklin,RB,GB,23,641367,0,810468,0,-,-,506367,0,2013
Ryan Lindley,QB,ARI,24,551327,0,480000,0,-,-,506327,0,2013
Josh Bush,SS,NYJ,24,551000,0.01,480000,0,-,-,506055,0,2013
Danny Trevathan,ILB,DEN,23,551018,0,480000,0,-,-,506018,0,2013
William Gholston,DE,TB,22,640136,0,805544,0.01,-,-,505136,0,2013
Andy Studebaker,OLB,IND,27,722500,0.01,504706,0,-,-,504706,0,2013
Malliciah Goodman,DE,ATL,23,639272,0.01,802088,0.01,-,-,504272,0,2013
Jonte Green,CB,DET,24,549250,0,480000,0,-,-,504250,0,2013
Nate Ebner,FS,NE,23,549150,0,480000,0,-,-,504150,0,2013
John Simon,OLB,BAL,22,636413,0,790652,0.01,-,-,501413,0,2013
Billy Winn,DE,CLE,24,544670,0.01,480000,0,-,-,499670,0,2013
Nate Potter,LT,ARI,25,539856,0,480000,0,-,-,494856,0,2013
Travis Lewis,ILB,DET,25,539793,0,480000,0,-,-,494793,0,2013
Alfonzo Dennard,CB,NE,23,539462,0,480000,0,-,-,494462,0,2013
Deangelo Tyson,DE,BAL,24,536898,0,480000,0,-,-,491898,0,2013
Markus Kuhn,DT,NYG,27,536474,0,480000,0,-,-,491474,0,2013
Daryl Richardson,RB,STL,23,536474,0,480000,0,-,-,491474,0,2013
Travian Robertson,DT,ATL,24,536474,0,480000,0,-,-,491474,0,2013
Drayton Florence,CB,CAR,32,940000,0.01,489706,0.01,-,-,489706,0,2013
Crezdon Butler,CB,SD,26,600000,0,489706,0,-,-,489706,0,2013
Michael Person,G,STL,25,568633,0,555000,0,-,-,489706,0,2013
Omar Gaither,ILB,ATL,29,840000,0.01,489705,0,-,-,489705,0,2013
Willis McGahee,RB,CLE,31,940000,0.01,829411,0.01,-,-,489705,0,2013
Jerrell Freeman,ILB,IND,27,486667,0,480000,0,-,-,486666,0,2013
Kellen Moore,QB,DET,24,486667,0,480000,0,-,-,486666,0,2013
Lucas Nix,G,OAK,23,484167,0.01,480000,0.01,-,-,484166,0,2013
Steven Johnson,ILB,DEN,25,484000,0,480000,0,-,-,484000,0,2013
Matt Daniels,FS,STL,23,483333,0,480000,0,-,-,483333,0,2013
Johnny Hekker,P,STL,23,483333,0,480000,0,-,-,483333,0,2013
Derrick Shelby,DT,MIA,24,483333,0,480000,0,-,-,483333,0,2013
Leonard Johnson,CB,TB,23,482500,0,480000,0,-,-,482500,0,2013
Damon Harrison,DT,NYJ,24,482333,0,480000,0,-,-,482333,0,2013
Matt Conrath,DT,STL,24,482000,0,480000,0,-,-,482000,0,2013
Marcus Benard,OLB,ARI,28,630000,0.01,481765,0,-,-,481765,0,2013
Austin Spitler,ILB,MIA,26,630000,0,481765,0,-,-,481765,0,2013
Rusty Smith,QB,TEN,26,630000,0,481764,0,-,-,481764,0,2013
Robert Golden,FS,PIT,22,481667,0,480000,0,-,-,481667,0,2013
Sean Richardson,SS,GB,23,481667,0,480000,0,-,-,481667,0,2013
Rodney McLeod,FS,STL,23,481333,0,480000,0,-,-,481333,0,2013
Mike Harris,G,SD,24,481167,0,480000,0,-,-,481166,0,2013
Tyrunn Walker,DT,NO,23,481000,0,480000,0,-,-,481000,0,2013
Johnson Bademosi,CB,CLE,23,480833,0.01,480000,0,-,-,480833,0,2013
Dominique Davis,DE,ATL,24,480667,0,480000,0,-,-,480666,0,2013
Brandon Jacobs,RB,NYG,31,840000,0.01,-,-,-,-,480530,0,2013
Tashaun Gipson,FS,CLE,23,480500,0.01,480000,0,-,-,480500,0,2013
Vontaze Burfict,OLB,CIN,22,480333,0,480000,0,-,-,480333,0,2013
Marcus Lattimore,RB,SF,21,615146,0,705584,0.01,-,-,480146,0,2013
Devin Taylor,DE,DET,23,615146,0,705584,0,-,-,480146,0,2013
Antonio Allen,CB,NYJ,24,525000,0,480000,0,-,-,480000,0,2013
Tim Barnes,C,STL,25,480000,0,480000,0,-,-,480000,0,2013
Antwon Blake,CB,PIT,23,482500,0,480000,0,-,-,480000,0,2013
Allen Bradford,ILB,NYG,25,543750,0,480000,0,-,-,480000,0,2013
James Brown,G,CHI,24,480000,0,480000,0,-,-,480000,0,2013
Kaelin Burnett,OLB,OAK,23,480000,0.01,480000,0.01,-,-,480000,0,2013
Josh Bynes,OLB,BAL,24,510000,0,480000,0,-,-,480000,0,2013
Tank Carder,ILB,CLE,24,525000,0.01,480000,0,-,-,480000,0,2013
Pat Devlin,QB,MIA,25,480000,0,480000,0,-,-,480000,0,2013
Jonathan Freeny,OLB,MIA,24,466333,0,480000,0,-,-,480000,0,2013
Najee Goode,OLB,PHI,24,576725,0,480000,0,-,-,480000,0,2013
Winston Guy,FS,JAC,23,552515,0.01,480000,0.01,-,-,480000,0,2013
Cory Harkey,FB,STL,23,480833,0,480000,0,-,-,480000,0,2013
Stanley Havili,FB,IND,25,480000,0,480000,0,-,-,480000,0,2013
Jaye Howard,DE,KC,24,633716,0,480000,0,-,-,480000,0,2013
Duke Ihenacho,SS,DEN,24,480000,0,480000,0,-,-,480000,0,2013
Jaiquawn Jarrett,FS,NYJ,23,525000,0,480000,0,-,-,480000,0,2013
James-Michael Johnson,OLB,KC,24,628977,0,480000,0,-,-,480000,0,2013
Ishmaa'ily Kitchen,DT,CLE,25,480000,0.01,480000,0,-,-,480000,0,2013
Anthony Levine,ILB,BAL,26,480000,0,480000,0,-,-,480000,0,2013
Matthew Masifilo,G,TB,23,481667,0,480000,0,-,-,480000,0,2013
Dezman Moses,OLB,KC,24,481167,0,480000,0,-,-,480000,0,2013
Kyle Nelson,LS,WAS,26,525000,0,480000,0.01,-,-,480000,0,2013
Graham Pocic,RT,CHI,23,420000,0,480000,0,-,-,480000,0,2013
Craig Robertson,ILB,CLE,25,435000,0,480000,0,-,-,480000,0,2013
Trenton Robinson,FS,WAS,23,525000,0,480000,0.01,-,-,480000,0,2013
Adrian Robinson,OLB,WAS,23,570000,0,480000,0.01,-,-,480000,0,2013
Brandian Ross,CB,OAK,23,480000,0.01,480000,0.01,-,-,480000,0,2013
Frank Summers,FB,BUF,27,480000,0,480000,0,-,-,480000,0,2013
Alameda Ta'amu,DT,ARI,23,435000,0,480000,0,-,-,480000,0,2013
J.T. Thomas,OLB,JAC,25,495629,0.01,480000,0.01,-,-,480000,0,2013
Darrion Weems,RT,DAL,24,480000,0,480000,0,-,-,480000,0,2013
Cody White,C,HOU,25,480000,0,480000,0,-,-,480000,0,2013
Michael Wilhoite,ILB,SF,26,435000,0,480000,0,-,-,480000,0,2013
Michael Adams,S,TB,28,715000,0.01,715000,0.01,-,-,471353,0,2013
Edgar Jones,OLB,DAL,28,815000,0.01,725000,0.01,-,-,463471,0,2013
Josh Chapman,DT,IND,24,537628,0,405000,0,-,-,458878,0,2013
Earl Wolff,SS,PHI,23,593000,0,617000,0.01,-,-,458000,0,2013
Seneca Wallace,QB,GB,33,840000,0.01,457412,0,-,-,457412,0,2013
Chris Crocker,S,CIN,33,940000,0.01,457059,0,-,-,457059,0,2013
Andre Fluellen,DT,DET,28,715000,0.01,457059,0,-,-,457059,0,2013
Steve Schilling,G,SD,25,510000,0,555000,0,-,-,457059,0,2013
Tharold Simon,CB,SEA,22,591725,0,611900,0,-,-,456725,0,2013
Oday Aboushi,G,NYJ,22,589750,0.01,601073,0.01,-,-,454750,0,2013
Lavar Edwards,DE,TEN,23,589625,0,603500,0.01,-,-,454625,0,2013
Jonathan Meeks,FS,BUF,23,589500,0.01,603000,0.01,-,-,454500,0,2013
Steven Means,DE,TB,23,587938,0,596752,0,-,-,452938,0,2013
Johnnie Troutman,G,SD,25,572938,0,405000,0,-,-,452938,0,2013
A.J. Klein,ILB,CAR,22,587825,0.01,596300,0.01,-,-,452825,0,2013
Brandon McGee,CB,STL,22,587790,0.01,596160,0,-,-,452790,0,2013
Joseph Randle,RB,DAL,21,587205,0,593880,0,-,-,452220,0,2013
Cooper Taylor,FS,NYG,23,586813,0,592252,0,-,-,451813,0,2013
Stansly Maponga,DE,ATL,22,586685,0,591740,0,-,-,451685,0,2013
Chris Thompson,RB,WAS,22,586250,0,405000,0,-,-,451250,0,2013
Quinton Dial,DT,SF,23,585413,0,586652,0,-,-,450413,0,2013
Micah Hyde,SS,GB,22,584527,0,583108,0,-,-,449527,0,2013
Zac Stacy,RB,STL,22,584125,0,581500,0,-,-,449125,0,2013
Montori Hughes,DT,IND,23,590493,0,606972,0,-,-,448611,0,2013
Brandon Jenkins,OLB,WAS,23,582215,0,-,-,-,-,447215,0,2013
Stevenson Sylvester,ILB,PIT,25,630000,0,444705,0,-,-,444705,0,2013
Josh Boyd,DT,GB,24,576140,0,549560,0,-,-,441140,0,2013
Greg Childs,WR,MIN,23,600146,0,-,-,-,-,438852,0,2013
Josh Evans,SS,JAC,22,572205,0.01,533820,0.01,-,-,437205,0,2013
Jamell Fleming,S,JAC,24,682767,0.01,436765,0,-,-,436765,0,2013
Rokevious Watkins,G,KC,24,525000,0,304412,0,-,-,435000,0,2013
William Campbell,G,NYJ,22,567625,0.01,515500,0,-,-,432625,0,2013
Tourek Williams,OLB,SD,22,567515,0,515060,0,-,-,432515,0,2013
Nick Moody,ILB,SF,23,566918,0,512672,0,-,-,431918,0,2013
DeVonte Holloman,OLB,DAL,22,566055,0,509220,0,-,-,431055,0,2013
Cornelius Washington,DE,CHI,23,565947,0,508788,0,-,-,430947,0,2013
Rex Burkhead,RB,CIN,23,565550,0,507200,0,-,-,430550,0,2013
Bacarri Rambo,SS,WAS,23,565418,0,506672,0.01,-,-,430418,0,2013
Nate Palmer,ILB,GB,23,564724,0,503896,0,-,-,429724,0,2013
Delano Howell,S,IND,23,480000,0,427941,0,-,-,427941,0,2013
Ryan Jensen,C,BAL,22,559670,0,483680,0,-,-,424670,0,2013
Stacy McGee,DT,OAK,23,559670,0.01,483680,0.01,-,-,424670,0,2013
Vince Williams,ILB,PIT,23,559670,0,483680,0,-,-,424670,0,2013
Tiquan Underwood,WR,TB,26,665000,0.01,424412,0,-,-,424412,0,2013
Kellen Winslow,TE,NYJ,30,840000,0.01,424412,0,-,-,424412,0,2013
Thomas Keiser,OLB,SD,24,600000,0,424412,0,-,-,424412,0,2013
Ricky Stanzi,QB,JAC,25,571513,0.01,424411,0,-,-,424411,0,2013
Brennan Williams,RT,HOU,22,683975,0.01,830900,0.01,-,-,423725,0,2013
Rashad Carmichael,CB,PHI,25,525000,0,480000,0,-,-,423529,0,2013
Mike Catapano,DE,KC,23,563531,0,474124,0,-,-,422281,0,2013
Demetrius McCray,CB,JAC,22,556741,0.01,471964,0.01,-,-,421741,0,2013
Michael Mauti,OLB,MIN,23,555682,0,467728,0,-,-,420682,0,2013
Brad Sorensen,QB,SD,25,554850,0,464400,0,-,-,419850,0,2013
Michael Buchanan,DE,NE,22,553403,0,458612,0,-,-,418403,0,2013
Zac Robinson,QB,CIN,26,525000,0,417529,0,-,-,417529,0,2013
Sam Barrington,ILB,GB,22,552250,0,454000,0,-,-,417250,0,2013
Zac Dysert,QB,DEN,23,552050,0,453200,0,-,-,417050,0,2013
Steve Beauharnais,ILB,NE,23,551898,0,452592,0,-,-,416898,0,2013
Armonty Bryant,DE,CLE,23,555150,0.01,416474,0,-,-,416474,0,2013
Kemal Ishmael,SS,ATL,22,551474,0,450896,0,-,-,416474,0,2013
Don Jones,FS,MIA,23,551474,0,450896,0,-,-,416474,0,2013
Zeke Motta,S,ATL,23,551474,0,450896,0,-,-,416474,0,2013
Daimion Stafford,SS,TEN,22,551474,0,450896,0,-,-,416474,0,2013
Jayson Dimanche,ILB,CIN,22,500000,0,420000,0,-,-,410000,0,2013
Jake Knott,ILB,PHI,22,499000,0,417000,0,-,-,409000,0,2013
Tony Jefferson,SS,ARI,21,498367,0,415100,0,-,-,408366,0,2013
Tyler Bray,QB,KC,21,498333,0,415000,0,-,-,408333,0,2013
Benny Cunningham,RB,STL,23,498333,0,415000,0,-,-,408333,0,2013
Wes Horton,DE,CAR,23,498333,0,415000,0,-,-,408333,0,2013
Rashaan Melvin,CB,TB,23,498333,0,415000,0,-,-,408333,0,2013
Keenan Robinson,OLB,WAS,24,630027,0.01,303000,0,-,-,408027,0,2013
Dan Giordano,OLB,ARI,23,497750,0,413250,0,-,-,407750,0,2013
Damion Square,DT,PHI,24,497500,0,412500,0,-,-,407500,0,2013
Melvin White,CB,CAR,23,497500,0,412500,0,-,-,407500,0,2013
Glenn Foster,DE,NO,23,497333,0,412000,0,-,-,407333,0,2013
Nickell Robey-Coleman,CB,BUF,21,497500,0,412500,0,-,-,407333,0,2013
Martin Wallace,LT,CLE,23,497000,0.01,411000,0,-,-,407000,0,2013
Jahleel Addae,SS,SD,23,496667,0,410000,0,-,-,406666,0,2013
Joplo Bartu,OLB,ATL,22,496667,0,410000,0,-,-,406666,0,2013
Brandon Bogotay,K,CLE,24,496667,0.01,410000,0,-,-,406666,0,2013
A.J. Bouye,CB,HOU,22,496667,0,410000,0,-,-,406666,0,2013
Andy Mulumba,OLB,GB,23,496667,0,410000,0,-,-,406666,0,2013
Kevin Reddick,ILB,NO,23,496667,0,410000,0,-,-,406666,0,2013
Rod Sweeting,CB,NO,22,496667,0,410000,0,-,-,406666,0,2013
Matt Tobin,G,PHI,23,496667,0,410000,0,-,-,406666,0,2013
Alex Okafor,DE,ARI,22,658607,0.01,762428,0.01,-,-,406607,0,2013
Jeremy Kimbrough,ILB,WAS,22,496667,0,409000,0,-,-,406333,0,2013
Michael Ford,RB,CHI,23,496167,0,408500,0,-,-,406166,0,2013
Kwame Geathers,DT,SD,22,496000,0,408000,0,-,-,406000,0,2013
Mark Harrison,WR,NE,22,496000,0,408000,0,-,-,406000,0,2013
Abry Jones,DT,JAC,21,495833,0.01,407500,0,-,-,405833,0,2013
LaRoy Reynolds,ILB,JAC,22,495833,0.01,407500,0,-,-,405833,0,2013
Justin Tuggle,ILB,HOU,23,495833,0,407500,0,-,-,405833,0,2013
Jeff Heath,FS,DAL,22,495667,0,407000,0,-,-,405666,0,2013
Paul Worrilow,OLB,ATL,23,495667,0,407000,0,-,-,405666,0,2013
Ryan Robinson,DE,OAK,22,495333,0.01,406000,0,-,-,405333,0,2013
Armond Armstead,DT,NE,23,495000,0,405000,0,-,-,405000,0,2013
Ray-Ray Armstrong,OLB,STL,22,495000,0,405000,0,-,-,405000,0,2013
Chase Baker,DT,MIN,25,450000,0,405000,0,-,-,405000,0,2013
Chris Banjo,SS,GB,23,405000,0,405000,0,-,-,405000,0,2013
David Bass,DE,CHI,22,552150,0,453600,0,-,-,405000,0,2013
Daren Bates,ILB,STL,22,495000,0,405000,0,-,-,405000,0,2013
Taylor Boggs,G,CHI,26,405000,0,405000,0,-,-,405000,0,2013
Corbin Bryant,DT,BUF,25,450000,0,405000,0,-,-,405000,0,2013
Marcus Cooper,CB,KC,23,551474,0,405000,0,-,-,405000,0,2013
Hebron Fangupo,DT,PIT,28,468750,0,405000,0,-,-,405000,0,2013
Terence Garvin,ILB,PIT,22,495667,0,-,-,-,-,405000,0,2013
Jose Gumbs,S,WAS,25,405000,0,-,-,-,-,405000,0,2013
Paul Hazel,DE,CLE,23,495833,0.01,405000,0,-,-,405000,0,2013
Tony Jerod-Eddie,DE,SF,23,430000,0,405000,0,-,-,405000,0,2013
Cam Johnson,OLB,IND,23,397500,0,405000,0,-,-,405000,0,2013
Chris Jones,DT,NE,23,563128,0,405000,0,-,-,405000,0,2013
Tavarres King,WR,CAR,23,582870,0.01,405000,0,-,-,405000,0,2013
Josh Lenz,WR,IND,22,465000,0,-,-,-,-,405000,0,2013
Eric Martin,ILB,CLE,22,498333,0.01,405000,0,-,-,405000,0,2013
Benson Mayowa,DE,SEA,22,495000,0,405000,0,-,-,405000,0,2013
Chase Minnifield,CB,WAS,24,496667,0,405000,0,-,-,405000,0,2013
Derek Moye,WR,PIT,25,450000,0,405000,0,-,-,405000,0,2013
Eric Page,WR,TB,21,405000,0,405000,0,-,-,405000,0,2013
Eddie Pleasant,FS,HOU,24,430000,0,405000,0,-,-,405000,0,2013
Shaun Prater,CB,MIN,23,553000,0,405000,0,-,-,405000,0,2013
Chase Reynolds,RB,STL,25,450000,0,405000,0,-,-,405000,0,2013
Matt Simms,QB,NYJ,24,450000,0,405000,0,-,-,405000,0,2013
Joe Vellano,DT,NE,24,495000,0,405000,0,-,-,405000,0,2013
Edmund Kugbila,G,CAR,22,654114,0.01,744456,0.01,-,-,402114,0,2013
Sean Porter,ILB,CIN,22,647325,0,717300,0.01,-,-,395325,0,2013
Geoff Hangartner,G,CAR,31,840000,0.01,-,-,-,-,395294,0,2013
Jay Ratliff,DT,CHI,32,840000,0.01,395294,0,-,-,395294,0,2013
Dontay Moch,DE,ARI,25,540000,0,395294,0,-,-,395294,0,2013
Phillip Thomas,SS,WAS,24,646301,0.01,713204,0.01,-,-,394301,0,2013
Brian Moorman,P,BUF,37,940000,0.01,391765,0,-,-,391765,0,2013
Keyunta Dawson,DE,NO,27,715000,0.01,391765,0,-,-,391765,0,2013
Daniel Muir,DT,OAK,29,715000,0.01,391765,0,-,-,391765,0,2013
Trevardo Williams,DE,HOU,22,641903,0,695612,0.01,-,-,389903,0,2013
Ed Reed,S,NYJ,34,940000,0.01,387058,0,-,-,387058,0,2013
Kapron Lewis-Moore,DE,BAL,23,562058,0,473996,0,-,-,385764,0,2013
LaVon Brazill,WR,IND,24,544670,0,367059,0,-,-,385572,0,2013
Chris Hairston,LT,BUF,24,613977,0.01,277500,0,-,-,381477,0,2013
Deveron Carr,CB,TB,23,405000,0,381176,0,-,-,381176,0,2013
Matt Johnson,S,DAL,24,600146,0,303000,0,-,-,378146,0,2013
Nate Byham,TE,TB,25,474000,0,555000,0,-,-,373764,0,2013
Will Hill,SS,NYG,23,480000,0,367059,0,-,-,367059,0,2013
Greg Van Roten,G,GB,23,480000,0,365471,0,-,-,365471,0,2013
Jarius Wynn,OLB,DAL,27,715000,0.01,359118,0,-,-,359118,0,2013
Elbert Mack,CB,HOU,27,715000,0.01,462647,0,-,-,359117,0,2013
Jason Williams,OLB,CAR,27,715000,0.01,462647,0,-,-,359117,0,2013
Mike Caussin,TE,BUF,26,630000,0.01,358000,0,-,-,358000,0,2013
Robert Lester,SS,CAR,25,497500,0,364853,0,-,-,357353,0,2013
Dustin Hopkins,K,BUF,22,568000,0.01,434412,0,-,-,350412,0,2013
Darius Fleming,OLB,SF,24,566200,0,303000,0,-,-,344200,0,2013
Sanders Commings,FS,KC,23,600128,0,503512,0,-,-,341878,0,2013
Jesse Williams,DT,SEA,22,592763,0,499052,0,-,-,340763,0,2013
Lawrence Guy,DE,SD,23,525000,0,338823,0,-,-,338823,0,2013
Marvin McNutt,WR,CAR,24,549723,0,338823,0,-,-,338823,0,2013
Steve Williams,CB,SD,22,588200,0,480800,0,-,-,336200,0,2013
Quanterus Smith,DE,DEN,23,588000,0,480000,0,-,-,336000,0,2013
Everette Brown,OLB,DAL,26,680000,0.01,-,-,-,-,333529,0,2013
Deji Karim,RB,HOU,26,630000,0,333529,0,-,-,333529,0,2013
Caylin Hauptmann,G,SEA,22,496667,0,333529,0,-,-,333529,0,2013
Darryl Morris,CB,SF,22,497667,0,333529,0,-,-,333529,0,2013
Josh Aubrey,SS,CLE,22,496667,0.01,329294,0,-,-,330960,0,2013
Phillip Hunt,DE,PHI,27,463333,0,318000,0,-,-,329668,0,2013
Jordan Palmer,QB,CHI,29,715000,0.01,326471,0,-,-,326471,0,2013
Andre Carter,DE,NE,34,940000,0.01,326470,0,-,-,326470,0,2013
Greg Scruggs,DE,SEA,23,537358,0,480000,0,-,-,325770,0,2013
David Quessenberry,LT,HOU,23,568363,0,518452,0,-,-,323246,0,2013
Lex Hilliard,RB,NYJ,29,715000,0.01,322900,0,-,-,322900,0,2013
Michael Smith,RB,TB,25,541287,0,303000,0,-,-,319287,0,2013
Richard Crawford,CB,WAS,23,540933,0,303000,0,-,-,318933,0,2013
Latavius Murray,RB,OAK,22,566550,0.01,394200,0,-,-,314550,0,2013
Alan Bonner,WR,HOU,22,564250,0,385000,0,-,-,312250,0,2013
Mike Mohamed,ILB,HOU,25,570000,0,310588,0,-,-,310588,0,2013
Jerry Franklin,OLB,CHI,25,525000,0,310588,0,-,-,310588,0,2013
Kelcie McCray,SS,TB,24,458333,0,309706,0,-,-,309706,0,2013
Cody Davis,FS,STL,24,495000,0,309705,0,-,-,309705,0,2013
Charles James,CB,NYG,23,450000,0,309705,0,-,-,309705,0,2013
John Lotulelei,OLB,JAC,21,503333,0.01,309705,0,-,-,309705,0,2013
Fozzy Whittaker,RB,CLE,24,495000,0.01,309705,0,-,-,309705,0,2013
Markus Zusevics,RT,NE,24,484333,0,-,-,-,-,307333,0,2013
Aaron Mellette,WR,BAL,23,551474,0,439422,0,-,-,306357,0,2013
Jeremy Harris,CB,JAC,22,557225,0.01,356900,0,-,-,305225,0,2013
Laron Byrd,WR,ARI,24,482167,0,303000,0,-,-,305166,0,2013
Michael Williams,TE,DET,22,556287,0,353148,0,-,-,304287,0,2013
Joe Kruger,DE,PHI,21,555933,0,351732,0,-,-,303933,0,2013
Chris Givens,WR,NO,24,480833,0,303000,0,-,-,303833,0,2013
Kris Adams,WR,NYG,25,525000,0,303000,0,-,-,303000,0,2013
Justin Anderson,RT,IND,25,525000,0,-,-,-,-,303000,0,2013
Armon Binns,WR,MIA,23,468333,0,303000,0,-,-,303000,0,2013
Kevin Elliott,WR,BUF,24,480000,0,303000,0,-,-,303000,0,2013
Adrian Hamilton,OLB,BAL,25,480000,0,303000,0,-,-,303000,0,2013
Justin Hickman,ILB,IND,28,435000,0,303000,0,-,-,303000,0,2013
Emmanuel Lamur,OLB,CIN,24,480000,0,303000,0,-,-,303000,0,2013
Doug Worthington,DE,WAS,26,415000,0,-,-,-,-,303000,0,2013
Nick Williams,DE,PIT,23,554462,0,345848,0,-,-,302462,0,2013
Kevin Dorsey,WR,GB,23,554212,0,344848,0,-,-,302212,0,2013
Sean Renfree,QB,ATL,23,551474,0,333896,0,-,-,299474,0,2013
Chris Carr,CB,NO,30,840000,0.01,296470,0,-,-,296471,0,2013
Michael Huff,S,DEN,30,840000,0.01,296470,0,-,-,296470,0,2013
Jake Ballard,TE,ARI,25,630000,0.01,296470,0,-,-,296470,0,2013
Weslye Saunders,WR,IND,24,555000,0,293823,0,-,-,293823,0,2013
Jeff Tarpinian,OLB,HOU,25,600000,0,293823,0,-,-,293823,0,2013
Ben Bass,DT,DAL,23,485747,0,405000,0,-,-,293747,0,2013
Lerentee McCray,OLB,DEN,23,500667,0,305000,0,-,-,293666,0,2013
Kenneth Boatright,DE,SEA,23,499167,0,300500,0,-,-,292166,0,2013
Adrian Davis,CB,NO,24,433333,0,288000,0,-,-,291333,0,2013
Philip Steward,OLB,STL,22,498333,0,298000,0,-,-,291333,0,2013
T.J. Moe,WR,NE,22,497667,0,-,-,-,-,290666,0,2013
Nik Embernate,G,PIT,0,497500,0,295500,0,-,-,290500,0,2013
Asa Jackson,CB,BAL,23,561140,0,254117,0,-,-,290257,0,2013
Larry Black,DT,CIN,23,497000,0,288000,0,-,-,290000,0,2013
Alex Debniak,FB,SF,23,496667,0,293000,0,-,-,289666,0,2013
Byron Jerideau,DT,SD,24,496667,0,-,-,-,-,289666,0,2013
Luke Marquardt,RT,SF,23,496667,0,293000,0,-,-,289666,0,2013
Cory Grissom,DT,NE,23,496333,0,292000,0,-,-,289333,0,2013
Brandon Joiner,OLB,CIN,24,481000,0,289000,0,-,-,289000,0,2013
Alec Lemon,WR,HOU,22,496000,0,291000,0,-,-,289000,0,2013
Stephane Milhim,G,JAC,22,445000,0.01,291000,0,-,-,289000,0,2013
Adam Nissley,TE,ATL,25,431000,0,288000,0,-,-,289000,0,2013
Lawrence Okoye,DT,SF,21,496000,0,291000,0,-,-,289000,0,2013
Michael Zordich,FB,CAR,23,496000,0,291000,0,-,-,289000,0,2013
Evan Frierson,ILB,HOU,23,495833,0,-,-,-,-,288833,0,2013
Colin Kelly,RT,KC,23,495333,0,289000,0,-,-,288333,0,2013
Jeff Olson,G,DAL,0,450000,0,-,-,-,-,288000,0,2013
Everrette Thompson,DT,ARI,23,405000,0,288000,0,-,-,288000,0,2013
Marvin Booker,LT,TB,23,498333,0,-,-,-,-,288000,0,2013
D.J. Bryant,OLB,BAL,24,405000,0,288000,0,-,-,288000,0,2013
Brandon Carswell,WR,SF,24,450000,0,288000,0,-,-,288000,0,2013
Sederrick Cunningham,WR,GB,24,495000,0,288000,0,-,-,288000,0,2013
Chandler Fenner,CB,SEA,23,371250,0,288000,0,-,-,288000,0,2013
Linden Gaydosh,DT,CAR,22,495000,0,288000,0,-,-,288000,0,2013
John Griffin,RB,NYJ,24,397500,0,288000,0,-,-,288000,0,2013
Vidal Hazelton,WR,NYJ,25,405000,0,288000,0,-,-,288000,0,2013
Saeed Lee,CB,ATL,22,495000,0,288000,0,-,-,288000,0,2013
Graham Pocic,RT,STL,23,495000,0,288000,0,-,-,288000,0,2013
Brice Schwab,RT,NE,23,498333,0,-,-,-,-,288000,0,2013
Andrew Szczerba,TE,ATL,25,450000,0,288000,0,-,-,288000,0,2013
R.J. Webb,WR,CAR,26,495000,0,288000,0,-,-,288000,0,2013
Cameron Lawrence,OLB,DAL,22,495667,0,285882,0,-,-,285882,0,2013
Patrick Omameh,G,TB,23,496000,0,285882,0,-,-,285882,0,2013
Ty Powell,ILB,BUF,25,495000,0,285882,0,-,-,285882,0,2013
Antoine McClain,G,BUF,23,405000,0,285882,0,-,-,285882,0,2013
Darius Johnson,WR,ATL,20,495333,0,263058,0,-,-,262058,0,2013
Curtis Marsh,CB,PHI,25,600000,0,261176,0,-,-,261176,0,2013
Corvey Irvin,DT,DAL,28,680000,0.01,259411,0,-,-,259411,0,2013
Omar Brown,S,BAL,25,480000,0,254117,0,-,-,254117,0,2013
Troy Davis,OLB,NYJ,22,496000,0,251471,0,-,-,251471,0,2013
James Nixon,CB,GB,25,495000,0,244588,0,-,-,244588,0,2013
Brady Quinn,QB,STL,28,715000,0.01,242823,0,-,-,242823,0,2013
Da'Rel Scott,RB,NYG,25,523988,0,-,-,-,-,238412,0,2013
Darius Eubanks,S,CLE,22,497667,0.01,241235,0,-,-,238235,0,2013
Ryan Griffin,QB,NO,23,532500,0,238235,0,-,-,238235,0,2013
Jakar Hamilton,S,DAL,23,504333,0,256902,0,-,-,238235,0,2013
Jordan Poyer,FS,CLE,22,555064,0.01,238235,0,-,-,238235,0,2013
Sean Locklear,T,ATL,32,840000,0.01,228529,0,-,-,228529,0,2013
